Review,Useful,
Ridiculously corny and sometimes funny. He will make you want to learn about Economics if you have even a remote interest in the subject. You might not like this class if you're a Republican...,,
"To the rater before me: why read/learn on your own when you could simply go to class and receive a more in-depth yet clear lesson&#63; A great professor who genuinely cares about his students (even if there are 300). He makes his political leanings apparent, so you understand where he's coming from as far as his economic opinions. A good intro course.",,
"Anyone who says this class is hard is an idiot. Harry K is a useless teacher, and going to class is useless as well, but if you do the reading and the assignments, you should get at least an easy B.",,
"Great lecturer. He explains things well & talks about relevant current events. My only complain would be his grading system. He makes you do online problem sets but does not &quot;give you&quot; any points for doing them, just lowers your grade if you get too many wrong. Tests are easy, but not very representative of the material gone over during class",,
"Pretty easy class. No need to attend lectures or recitations if you do the readings and graded assignments. I put only a little effort and did fairly well. The final can be a doozy because of the volume of material, but if you put a little extra effort you'll definitely get the A.",,
"Horrible class. It killed my GPA. The class is required for my major and I'll have to retake, but with a different professor. I went to every lecture, rct, did all the homework and readings and still couldn't do well. The tests are ridiculous and not what he says to study, so you're pretty much screwed. He's mean, unhelpful and hard to understand.",,
"I love this guy! He presents the material in a logical manner and makes it interesting and relevant to the world outside. He's funny, doesn't take himself too seriously, and tries to engage with the students, even when there are hundreds of students in the class!",,
"This class is the biggest waste of time ever. Mine, at least, is at 8 am.. which is ridiculously hard to stay awake for. The professor is funny at times.. he gets so excited about certain things. But sadly, it's not entertaining enough to keep me awake (or going to class all of the time. If you read the textbook, you'll be fine. The tests are easy.",,
i dont understand the hype...this man is horrible in every way...he doesn't know how to teach...he isn't funny...he's awful.AWFUL.AWFUL.AWFUL,,
"classes can sometimes be very entertaining but can be boring as hell too! most of the class is asleep anyway. weird grading policy, although it may help sometimes. tests are multiple choice but can sometimes be very confusing! while reading the textbook might help, he sometimes decide to focus on one topic for too many questions.",,
"friggin, hated, this class. i was an econ major, and after taking this class, i lost all my interest in it. im changing my major, because of this guy. probably the most ridiculous/inefficient grading system EVER INVENTED. studied my ass off for all the tests, ended up with a friggin B. pompous, condescending, unfriendly man. AVOID HIM",,
Very entertaining lecturer.,,
Terrible teacher!,,
"His tests are really easy. People complain because they don't come to class, and subsequently get screwed on a test. Really, all you need to do is spend a good weekend to study for the 3 tests. There's no homework in between.",,
"Worst prof I've ever had, avoid him at all costs!",,
"Terrible teacher who is extremely rude and discourages his students from learning by constantly calling them idiots, etc.I learned a lot in this class, but that is thanks only to the textbook, not the lectures.Furthermore, his tests are designed to trick you, as the questions are poorly phrased and often irrelevant to the material covered in class",,
"Very funny and entertaining prof. Teaches straight out of the textbook. Lectures are pretty clear although his accent is a little hard to understand sometimes. Grade bases on three test and occasional hw assignmensts. Tests arent bad, final is a little hard though. Overall I really liked him as a prof definitely recommend him.",,
"very funny guy, and the tests are straightforward and easy. read the textbook and dont show up late. theres only three tests and each one is at least 25% of your grade.",,
"Your grade is based only on 3 tests....the first 2 are easy but the final is quite hard....there is also hmk due once in a while but it only works against you...meaning that you do not gain points if you get them right, you only lose points for incorrect answers,he is a great lecturer though and u will learn alot!",,
"He's amusing in class. The grading scale is difficult, but not impossible. His test questions (which constitute 100% of the final grade) generally aim to trick the students, so double- and triple-checking answers is necessary. Reading the book is recommended, but his explanations give a good overview of the concepts. He does Q&A after class.",,
"OK. His grading system for this class is VERY DIFFICULT. there are 7 essays, and he expects IMPECCABLE papers. If he sees comma in the wrong place on your bibliography, then you are screwed. Besides that, I loved his class, and think he is probably one of the best professors NYU has.",,
"He focuses on trying to be funny a lot. His class is not helpful, and the test is very easy- you only have to read the book.",,
the best,,
"Funny prof that explains the concepts well even when digressing into stories. From time to time goes on rants (sometimes audience interactive!) about the current adm. but does so in an economically logical sense. Occasionally not,but overall still an enjoyable class and don't be late, he'll rip you to shreds. Tests ok if you read the book and study",,
"Honestly, avoid this prof because he spends more time entertaining the class than teaching the material. He never adequately prepared the class for tests, and the grading system was bogus (even though it helped me.) I stressed more over this class because I didn't know what to expect, and it was one that I took in high school.",,
"Great teacher, great class, and extremely funny however the grading scheme is a little tough (but not compared to some other teachers in the same section).",,
Professor never shuts up about Iraq and why Bush and his macroecon theory are ****. He does not spend enough time reinforcing the concepts provided in the book - he wastes his time trying to appeal to students rather than focus on the material. Never goes over problems like you'd see on the tests. Avoid for someone competent.,,
"Absolutely hilarious professor. Worth going to lecture even if you don't like Econ because he puts on a show. Likes to get students involved, makes subject matter more interesting and understandable. Study for tests, don't mess up homeworks and you should be okay. Not the easiest, but most worth-while class.",,
Outstanding professor! History of Economic Thought class was fascinating and intellectually challenging.,,
"Funny, interesting, eccentric professor. Very good at whipping out examples that make concepts much easier to understand. Do well on the first test though, because if you don't, you are pretty much in a hole for the rest of the semester.",,
"DO NOT take him for history of economic thought. If you do, make sure you write down every word he says and regurgitate it in your essays. Don't attempt to be creative or draw conclusions, as there is only one way to look at the material, which is his way. The most disapointing class i've taken at NYU.",,
Great guy. Study up for tests and dont screw up homeworks and you will be just fine. Grading system is a little different but really doesn't make that much of a difference. Interesting lectures and pretty funny,,
"talks with a thick accent. Curve brought my grade down and killed my gpa. no room for mistakes in the class. as said before, grading structure leaves no room for improvement.",,
Good professor. Will launch RPG at you if you walk in late..IM not even joking. But good interactive professor and keeps everything interesting. decent grading. very large class so just do slightly better and curve will bring you up.,,
"Talks to fast with an accent sometimes, funny, but a little hard to approach for questions after class. Tests are not curved but pretty hard.",,
"Great professor. At first it was hard to understand what he was saying since he carries a really thick greek accent, but you get used to it. very funny, and very easy going guy. Has a good sense of humor, and gets the class to crack up every once in a while. He knows what he is doing. watch out for aplia though.",,
The professor's grading system makes the course unnecessarily difficult. Points are deducted from your grade as the semester progresses. There is no room for improvement. Your grade just progressively drops. The material used is overly technical for an introductory course. Nothing is memorable. There is no theory and all equations. Boring.,,
Spends half of class-time or more railing on and on with his tiresome political agenda. Enough already... shut up!!!,,
he's the best... just watch out for aplia,,
"Really nice and funny professor. His grading seems a little ambiguous, but I still recommend him. He's not at all hard to understand if you pay attention, but you most likely will be because he'll call you out on it if he sees that you're not. Overall recommended.",,
"Simply amazing, I enjoyed and loved hi, u will too",,
"this class is fun, although i'm sleeping half the time. if you read the book then you'd be fine. everythings is clear. he digresses into funny stories very often. good class!",,
"His liberal bias can get annoying at times, but his teaching style is very interesting. He'll definetley keep you awake.",,
"Engages the attention of the class, very informative and well organized. Tri-cycle test schedule: first one is easy, second is very hard, third is ok. Well-worth taking Econ I with him.",,
"One of my favorite professors at NYU. Harry Kitsikopoulos is an outstanding teacher. I highly recommend him to anyone and everyone. If you are an Econ major, there is no reason not to take him.",,
"One of the best professors I've had at NYU! I managed to stay awake at 8am in his class -- he's really funny and interesting, and an amazing teacher. I really learned a lot.",,
"Nice because you don't really have to go to class to do well, just read the book. But also not a great teacher.",,
He's hilarious. If you show up to class and read the chapters you should be fine. Do the textbooks multiple choice tests online because he gets his test questions from the publisher. Recitations were NOT helpful...don't go to them if you keep up with the readings and class.,,
I managed to stay awake and show up on a fairly frequent basis in an 8 am class. Very funny. His accent is a bit hard to understand sometimes but he's the best professor I've had so far at NYU.,,
"Really funny and a good teacher. Class is easy and fun. I even stayed awake! ...well, most of the time... just read the few chapters the night before the exam and you will get an A. that simple.",,
"funny guy. makes fun of kids. Good if you know econ but need to take the class anyway. No homework, just 3 tests",,
"Awesome lecturer, never had to go to recitation, no homework. 5 stars",,
"funny, great to wake up to (at 8am). his tests are NOT that bad, much much easier than the AP exam from HS. if you go to lecture and read the book, you will be FINE for exams. they are not overly difficult. he makes it very easy to understand.",,
"Great teacher, but a little hard to understand. If you can keep on top of your work and the reading, you'll be great, but you're whole grade is just three tests. And make sure you go to class when he tells you to since there's 2 lectures that ARE NOT in the book and are not covered by the TA's!",,
"Just to the left of Karl Marx, and speaks his mind, so be warned. English is ok, but can be hard to understand. Also seems very rude and offputting at first, but once he knows you he kids around with you. Follows the textbook except for 2 lectures. Teaches material as is but doesn't add much to it.",,
"Good teacher. Horrible testing system, 3 multiple choice tests, but if you can handle it, take him",,
Hilarious guy; makes economics interesting and explains clearly. Tests are hard because there are only 3 (totally 100 points altogether) so study HARD. Always uses the example of selling pizzas and makes fun of students.Cool guy.,,
"He is very very funny! I love him. The course is horribly hard though. THREE TESTS. Meaning you screw up once, you are screwed. The first test however is always the easiest. The next two, omg, pray. Take him. Whats the alternative&#63; Liberman&#63; ugh...",,
solid,,
"He is funny, as well as to the point about the subjects. He won't leave you hanging or confused.",,
hilarious and friendly. makes fun of students like it ain't no thang.,,
"nice teacher, hard to understand. dont be late",,
"What are you guys talking about&#63; Kitsikopoulos is such a good prof. He cracked me up every single day, and his material was more understandable than Lieberman's book! The tests suck, study. He has a Greek accent but everyone can understand him perfect",,
"I can't understand his him with his accent, speaks too fast, speaks too low, and starts his lectures early, and ends them late. He's very pissy about the student getting up and going to the bathroom or comming in late (understandable). His tests are hard.",,
Course is STRAIGHT from the book. Love the grading (there's 3 big tests and they make up the entire grade). Never went to class and got a good grade. Just study and memorize.,,
"amazing lecturer, explains everything so well and makes the concepts easy, but the tests are HARD and grades on the class ride don't ride on much. very left-wing, makes econ a lot of fun.",,
"One of the toughest professors at NYU. He REALLY emphasizes applying concepts - understand the material and do every practice exam you can find, memorizing won't cut it. He's intimidating, but also an invaluable resource and an exceptional teacher. Orgo hurt my GPA, but I really do have a greater understanding of chemistry thanks to him.",,
"srsly, most brilliant prof I've had. majors or reg orgo, def take him. he's not easy at all and can be a v obnoxious figure during the year, but in the end you'll appreciate learning orgo from him specifically. do literally every question of his, textbook or prac exams, promise it's worth it. also see tom, he's basically psychic w exam q's.",,
"Dr. Jones is one of the greatest lecturers at NYU. Orgo I was an incredibly difficult course, and while the material covered in Orgo II is objectively harder, the smaller class size and access to practice problems made it much more fun! If you want to get the A in Orgo, attend every lecture + Tom's review, do practice problems and PAST EXAMS!",,
"I made the mistake of taking him for both Organic Chemistry I and II. If you can avoid, do not hesitate. The material he teaches is irrelevant to tests. Instead, you have to analyze concepts through problems yourself",,
"Jones is incredibly difficult. He will push you harder than you've ever been pushed. You HAVE to work hard, and you HAVE to study. But he gives you a truly deep understanding of the subject and you will walk out of this class proud of your grade.",,
"The class is difficult, no doubt. But he is the best of the best. know one knows their stuff like prof Jones.",,
"No partial credit. Strict grading criteria. Tests are based on picking up patterns from problems, not lectures. Regardless lectures are presented sloppily. Doesn't care. Avoid",,
Complicates things,,
if you do not want to study 10 hours a day to pass then don't take his class,,
do not take him! No partial credit on test questions; either you get it or not.,,
"Jones' exams have made me shout for joy and cry in defeat. Kahr goes much slower, and from looking at their exams, makes much fairer exams with questions that come straight from the textbook. Jones tests for critical thinking under pressure, while Kahr straight up tests for work ethic. If you work hard, save yourself the headache and take Kahr.",,
"I'm not going to lie - Organic Chemistry I was very difficult. However, Dr. Jones is a great lecturer and knows his stuff! I HIGHLY suggest not skipping lecture - things can get confusing fast. Make sure to go to Tom's reviews and do practice problems. The grading scheme is pretty rigid - so don't bet on a high grade because of a low average.",,
"Lectures aren't clear and tests are designed for you to do bad. Also, the grading criteria is rigid, so the grade distribution is not taken into account. Nothing will save you unless the math to calculate your grade ends up right for you",,
"I have just recently taken the class, fall 2016. No matter how smart you think you are or how well you can take a challenge do not take this professor unless you wish to destroy your GPA. In my class the average on every exam was a 55% and a 38% on the final. Be smart stay away your medical aspirations depend on it.",,
"He really tries to help you learn the material but the difficulty of the course comes from his grading methods. The test averages are so low because he doesn't really give partial credit -- it's either right or it's wrong. Go to the lectures, do past exams, do homework problems, and keep up with the reading.",,
"Test averages are around mid 50s. The tests however are easy if you read textbook in advance to lectures, do all of his group problems, do Kwok's problems, and do textbook problems. I have a 90 average on his tests. See the difference? If you work, you get what you want. If you're a lazy scrub, then get a reality check.",,
Organic Chemistry is hard no matter where you take it. You HAVE TO work hard to get a decent grade for this class. Read the textbook before each lecture. I would also recommend not to take any other science course while you are taking this course. His tests are hard. Do the old Princeton exams as well as the sample exams that he posts.,,
Majors orgo wasn't too bad. Most of the learning takes place during the group problems with the TAs. The lectures are pretty tough to understand but reading ahead definitely helps,,
"Jones is brilliant + made orgo 2 my favorite subject by far. Do all of Tom's homeworks, review sheets, group problems, practice exams, go to review sessions, and do yourself a favor and go to lecture (even if it's 8 am). If you're coming from another orgo 1 prof, you're gonna have to work twice as hard. If you still fail, then don't blame Jones.",,
"Everyone who says that Jones cares about his students must be in his majors class. no signs of caring in his regular Orgo class. He teaches as if you already know the information, which for a majority of the class isn't true. Presents the information in a very confusing way. It is unnecessarily hard and he's just plain rude. Terrible class.",,
"Professor Jones was, by far, the best teacher I have ever had at NYU. He genuinely cares about every student and wants you to do well. Organic Chemistry has a notorious reputation but Jones really forces you to UNDERSTAND the material if you want to do well in his class.",,
"Has tons of interesting stories and is actually very friendly. Cares a lot about the subject and about his students, but does grade strictly. Takes a lot of work to do well in his class but his exams are always reasonable.",,
"Jone's is a brilliant chemist, but honestly wayyyy overqualified to be teaching intro orgo. If you want to do well in this class there is only one way, and that is to do ALL OF HIS PRACTICE PROBLEMS. The textbook, which he wrote, is helpful for nailing down details, but his exam questions are nothing like the book. Put in the effort or die.",,
"Brilliant mind, horrible person. Do all of his book problems, old exams (including Princeton) to even have a chance at passing. Attendance not mandatory, but you skip a class, you fall behind.",,
"Orgo is supposed to be hard. I think at NYU we are fortunate to have one of the most knowledgable people in the field. If you read the textbook, do the practice tests, and do Tom's HW, you can at least get a B. If you understand what you are doing in each problem and why you are doing it, you should be able to get an A.",,
"Jones is a genius. He can explain things really clearly and you learn a lot in his lectures. That being said, his tests are extremely difficult. First semester I had Karr and did about 1/10 of the amount of work compared to second semester with Jones... first semester I passed, second semester I failed. You have to do a lot of work to do decently.",,
"MJ can be bit intimidating at times, but the problems that he gives out are extremely eye-opening. Organic chemistry is not too bad if you don't fall behind and engage. JOIN MAJORS ORGO. It will help you tremendously and forces you not to fall behind. Tests are difficult and grading is tough, but it's a fair class.",,
"Read the textbook and actually try to understand. HARD AF class, but you'll get the hang of it eventually. Test average is very low (High 40s to Mid 50s), and the class curved to B- so even though you suck at it just feel good knowing you have at least a B- .",,
"As an average student, I took orgo as a game and just wanted to beat Jones. Do every possible practice exam question you can find (notorious for putting old questions on exams) and be sure to do the group problems even if you aren't in majors. Go to the ARC! Hardest class I have taken (made me cry often) but that made the A so much more rewarding.",,
Test averages are below 50's. He gets very frustrated with his NYU students. He's very humble for the genius that he is... He wrote his own textbook.. so study it religiously. If you're taking him at NYU. FIND HIS PRINCETON EXAMS AND DO ALL OF THEM. i CAN NOT STRESS THAT ENOUGH.,,
"Avoid. Half the class received C. Great lectures but tests are v. difficult; it's impossible to do all 10,000 provided practice q's that can pop up on them. Class test av. was 50. I had an A- with Mahal (she's great), did 2x the work for Jones and still did much worse. It's very hard to gauge if you understand material from the way he tests you.",,
"Be prepared to read the textbook, attend every class and review sessions, and study on a regular basis. The hardest class with the hardest professor I've taken at NYU so far. This class is manageable, but you really need to get your head in the game before the semester begins.",,
"Please i beg you all do not take him as a professor. I had a great GPA first semester when I took Orgo 1 and MJ ruined that. He is one of the rudest people I have ever met and does not care about you unless you are in his Majors class. Made a hard subject even harder. There goes med school for so many hard-working, smart people. Hope he retires.",,
"Maitland Jones can seem intimidating and quite difficult, but he made the subject of organic chemistry more interesting than ever. Sure, his tests are tough, but they allow you to think outside the box, make connections, and understand the art of organic chemistry. Would take again.",,
"Insanely brilliant, funny and engaging professor. Insanely difficult exams. At the very least, he makes orgo an extremely interesting subject. If you are forced to take orgo, you might as well at least *try* to enjoy the journey. You MUST GO TO LECTURE, KEEP UP WITH MATERIAL, AND DO EVERY SINGLE GROUP PROBLEMPRACTICE TEST YOU CAN GET.",,
"Orgo is hard on its own but Jones' tests are ridiculous. Avoid taking him at all costs. Did the group problems, past exams, Princeton exams and attended all lectures and his exams were still extremely hard. He is also intimidating and non approachable.",,
Tests are very difficult and is not based on what is taught. The exam questions require you to think outside the box. The professor is brilliant but is unable to relate to students who struggle to grasp the material.,,
"It's organic chemistry, what do you expect. It's is hard no matter what, but Maitland and his textbook are there to make your life easier by presenting the information in a clear manner with plenty of examples and practice problems to help you work through the course. This course requires a lot of reading and studying, but again, it's organic chem.",,
Just no. A difficult course made even more impossible by his inability to relate to students who have a hard time with the class. If you don't do well on an exam he assumes it's because you're lazy and don't put in the work regardless of the fact that organic chem is a notoriously difficult subject.,,
"A bit intimidating to approach, but he is actually very nice and helpful. Of course, his genius-level intelligence doesn't quite always translate to understanding by us lowly students, but his textbook (written himself, pretty much a denser form of his lectures) is very helpful and I learned a lot from him. Not easy, but worth it to take from him.",,
"Jones will really push you to study to your limits and that is the only way to do well in this course. Study study study, solve as many problems as you can and don't panic! This course is doable if you put in the work. Jones is beyond intelligent and he only hopes for his students to learn and do well.",,
Worst professor ever.,,
"Absolutely amazing. Jones is a genius. Yes, his class is hard, but do the group problems and you'll do well on the exams. Will give you an above and beyond understanding of orgo.",,
"Extremely tough and generally apathetic to whether his students actually pass or not, but you're going to have an incredible understanding of organic chemistry coming out of his class, and in person he is pretty approachable. Do as many of his problems as you can and you should be more prepared for his tests.",,
Jones is effective at teaching orgo. He's knowledgable and has come up with a good structure for the class (especially if you're in the majors section). My main complaint about him is that he can be so unapproachable and he has very little compassion for students that are having a hard time. He's the last person I'd go to for help.,,
"Absolutely the best professor I have had at NYU. Amazing professor and very knowledgable. His textbook is extremely helpful since he bases his lectures on it. Also do his problem sets, they are pretty fun if you like organic chemistry.",,
"Orgo is intrinsically a difficult course, but Jones did a good job explaining the harder concepts. Of course it took a lot of time to understand, but I learned a lot. To those complaining about the difficulty of his lectures and exams, isn't that what you expected? Don't complain about something that was told to you from the start.",,
"By far the hardest class I've ever taken, but also the one in which I learned the most. Jones is brilliant, but sometimes to the point where he just couldn't understand why we didn't get it. Do every problem he has written that you can get your hands on and you'll be fine, though I'll admit to having nightmares about the tests.",,
"the lecture is just him talking to himself and solving problems by himself with no concern for the fact that no one knows what the heck is going on. exams have nothing to do with what you learn in class and are impossible! hated this class, avoid at all costs",,
"After taking Orgo1 with Jones & lecture, and then taking orgo2 with Jones in Majors, the experience was completely different. Didn't appreciate him for orgo 1, but getting to know him more personally in orgo 2 made me realize his genius and skill in teaching. He made orgo memorable and enjoyable.",,
"Loved this class, Jones is an excellent teacher in explaining an intrinsically difficult subject. He focuses on the concepts and not the memorization of reactions. The grade you get corresponds to the work you put in. Do as many practice problems as possible.",,
"Professor Jones is often incomprehensible during lecture. The only time he is truly audible is when he yells at students for something that sparked his temper, which can be anything. Tests on material often outside the level of difficulty presented in the homework and class. I did well because of the hours I put in, not because of him.",,
Orgo is a hard class and Id rather take Jones anyday. He focuses on the how and why and doesnt just expect you to memorize. If you do the group problems and the practice exams theres no reason to not do well in his class. Going to lecture is EXTREMELY helpful because he spells out the subtleties step by step. Overall a great professor.,,
"Prior to this class, I have heard that Professor Jones was rude, quick-tempered, and impatient. All of these rumors have been proven true. I will admit that his textbook is decent, but, his ability to lecture is poor.",,
Loved this class. Prof. Jones is a great professor.,,
"Yes, this class is tough. But so what? Education is about learning and not getting the grade. if you are a scholar you would appreciate the class and will be a suitable candidate for medicine. Prof Jones is brilliant and the class is incredibly rewarding - curve always saves you at the end. Take orgo with Jones and no other professors. You're lucky",,
"At first, I was also very upset and thought this class was impossible. To do well, you have to figure out how to approach the questions on the exam. Once you do, you will get grades that show for it. Read nonstop and do all the questions from princeton and book & look for patterns. I did that and got above an 80 on every exam the second semester.",,
"This class is really challenging. You don't have to go to lecture, but you do have to go to Rec because there is a quiz every week. Four exams in total. If you can avoid Jones, DO IT.",,
"Everybody claims MJ is mean and uncaring but he is a teacher who wants you to understand the subject, not just know how to solve problems through repetition. That's why his tests are made up of questions you've never seen anywhere else before. It truly is a class where you get a grade that correlates to how much work you put in.",,
"Now read this carefully. If you have a very good gpa and a very very good understand of orgo do it and you might pass. If not, DON'T DO IT. This course is way beyond what you need to know at this level. Impressive but so what. Med school won't care i promise",,
"Ok, here are the stats for last year. Fall '10, there were ~600 students; by Spring '11, there were around ~300. Tests' averages went from 60 to 40 to 30. Honestly, this class was a true terror for me. I had never studied as hard as I did for this class and still, I BARELY passed. I BEG YOU, AVOID HIM! There are other Orgo professors at NYU now.",,
"He's clearly more interested in weeding out premeds than actually imparting knowledge. Way to go, Prof. Avoid at all costs.",,
"He's great at some things (like caring for the subject, and wanted you to MASTER it), but fails at others. Lectures&#63; Waste of time, book is LITERALLY him talking, anecdotes and all. Exams&#63; Final had a question in which a student emailed him about one of the group problems we did, and he wanted the rest of us to see her logic. Unfair, I think so.",,
"Very easy class just make sure u take an additional hard class with this otherwise like myself u will find urself with a lot of free time. How to get an A. Go to class, read the book, spend a week straight studying for exams, do every problem in the book and exams=A guaranteed!!",,
"brilliant man, terrible professor. does not know how to give an exam. our orgo I final had a diels alder reaction- you know that things from ORGO TWO! averages on the exams are around 40s and 50s. It sucks",,
"His exams are quite difficult, but I found if you do all the problems he assigns (including textbook & group problems) you should do fine. Use of the textbook is mandatory, I truly believe that this is the reason I did well. Lectures not really necessary, though they helped me. Really have to work hard to get a good grade.",,
"I don't know who you &quot;self-proclaimed Orgo geniuses&quot; are kidding. Jones is an absolute terror. I consider myself to be very apt at the subject, and still have these views. He has no interest in students learning, and instead enjoys making up ridiculous exams that confuse rather than awe. BEWARE.",,
"&quot;Quiet frankly&quot; - gotta love the self-proclaimed orgo geniuses. By the way, the class isn't curved (a lot of people failed 101), so the &quot;dumb people&quot; don't make it any easier for you orgo geniuses. Jones can't be held responsible for the fact that his A students are incapable of reasoning, but be aware that the usual smarts will not get you an A.",,
"MJ is seriously the best. If you have any common sense you will do fine in this class. Read his textbook and know his textbook, I mean he wrote it so it's clearly important. Practice exams, do tons of problems (understand them most importantly), and you seriously will be fine. Hard&#63; No. Intellectually challenging&#63; Sure.",,
"Quiet frankly the easiest class I have taken at NYU as a chemistry major. Jones is so loving and caring for his students and provides maximal preparation for exams, which I think because of the dumb people I didn't need to even study for them.Easy A if you have a little common sense. Spent most of my time studying linear algebra in his class!",,
"This is the worst class you could ever subject yourself to. I got an A, and I'm still saying this. Lectures are nothing but Jones going on random tangents, and he has no office hours to go over what he has &quot;taught&quot;. The TAs barely speak English. You must teach yourself. Keep up with the reading, do sample exams and problems. Still very difficult",,
"Im a trad student and this class is not impossible in any way. This is a very hard class but if you do all the suggested problems, old tests, etc. you will be more than fine. If you put in the time you won't get 30s and 40s on the exams. This class is meant to be a weed out class. If you want it enough youll do well.",,
"hehehe because of Jones, I had the experience of studying (really) the hardest in my life. :)",,
"Definition of a weed-out class. Jones is very intelligent, but very arrogant, and does not help students. He holds &quot;question sessions&quot; instead of office hours, and I personally have had an orgo class (recitation/lab) during every single one of them. TA's just tell you to read the book if you have a question and have no interest in teaching.",,
"non trad is the only way to get slightly around jones's incomprehensible babbling. his exams are terrible, and he tries to trick you at every turn. he doesn't care about his students or helping them learn. lectures are basically the textbook (because he IS the textbook). boring old man whose teaching style is talking to himself.",,
All I did was study and still got 30s and 40s on every exam. I knew the information on quizzes but his exams were not fair at all.,,
"I've never studied harder for a class in my life. Lecture is a waste of time as he has the textbook memorized (because he wrote it, of course). He refuses to meet with you to help you or to even talk to you after class! Exams reflect none of the material &quot;taught&quot; in class...specifically our final...Diels Alder reaction on Orgo I final&#63; Nice.",,
"Even if I had done well in the class, I wouldn't say he's any good. Getting a 30 on the final after straight 10s in quizzes shows MJ does not reward intelligence or hard work.",,
"He is the WORST professor you could ever get. His teaching is horrible, he makes absolutely no sense. His book is pages of crap bounded together. You study your butt off and still end up getting a 30 on a test. He doesn't believe in meeting with you, so don't bother. You think he's a nice guy in the beginning, but it's not true. DON'T TAKE HIM",,
"He goes down as one of the worst professors I've ever had. You have NO idea what to study for on exams. His textbook is more useless than a map without names. I would suggest getting Organic chemistry by Bruice; it's far more clear and actually gives you mechanisms, not bull!! Lecture is completely worthless. Good luck if you're stuck with him.",,
"Professor Jones' class was the best one I took in college. He is an asset to the university. If you have to take organic chemistry, don't miss out by taking another professor.",,
Really easy. Studied the night before the exam and got +20 pts higher than average always. his lecture is pretty much useless. Just go over the book and do problems,,
He is a terrible teacher. He goes on many tangents and does not really explain thing very well. Textbook is useless...he doesn't really follow it. TAs in recitation are not very good. Don't take him(especially not in Non-Trad). Ridiculous that I have to self-tech myself. Had to buy another textbook to study. Got a B after using different textbook.,,
This is a totally unbiased comment since I have not taken a test in this class yet. I want to comment that Jones is not clear about what is on the test until 500 students demand an answer. Read everything even if he does not cover it because apparently it is on the test. Basically paying 50k to teach myself organic chemistry.,,
"The most inflexible man on earth. You could have a death of someone close to you and he still wont give a crap. You could have mental health issues and he would not care. He'll just fail you anyway with no way around it, even if you needed to pass to graduate. One day, I am sure, when things go rough on him and he gets no help, ill say KARMA!",,
"Even though I love his textbook, he is a hard grader and didn't curve at ALL even though the average was really, really low. The TAs are the worst of the TAs that I have ever met. Beware of the TA with the TK initials because she doesn't give any partial credits! I had to get my exams regraded because of her and thankfully got my points.",,
"Worst professor ever. He is arrogant to the boot, although warranted he refuses to teach students. NYU students can't do anything since he's the only teacher, but if you ask him questions about something at times he might outright refuse you. Worst teacher in the history of my college career.",,
Very knowledgeable and passionate about orgo. I love his lectures. (I'm in non-trad.) They're clear and he helps you understand the concepts but you have to study hard too. Lecture is definitely not enough. You can't be lazy in this class and are expected to keep up. His exams are very difficult but fair game. 85 is A. Average is ~60-75.,,
"Please please please don't be scared of this class (non-traditional, especially). Jones is an *excellent* lecturer and a great teacher. Is very friendly and helpful in one-on-one interactions (at least to non-trad students) and tests are relatively easy after doing group problems (grades are heavily curved). VERY passionate about chemistry. TAKE!",,
"Jones is an effective and clear lecturer, but it's hard to get individual help in the course, because he's too busy (doesn't have office hours) and the TA's don't speak English. I've been in NYC my whole life and expect difficulties communicating with taxi drivers and store owners, but it shouldn't have to be that way with my teachers.",,
"Funny, engaging professor. The class has hundreds of people but he makes it interesting. He cracks jokes, and the textbook (which he wrote) is also very clear and funny.",,
"You will do exam level problems 2/3 days a week, get lectured once a day, and still &quot;fail&quot; the exams. Exams test you on how to draw wrong mechanisms, and TAs are very arbitrary when it comes to partial credit. You can do every single group problem four times, read the textbook, know how to do every synthesis and get a 40 on the final. Awesome.",,
"TA's are useless and cannot speak English to save their lives (I am an immigrant,and so generally more tolerant in this regard, but I cannot condone hiring TA's this bad). Robert Spencer suspiciously &quot;predicts&quot; all the questions on the test. Textbook is useless and full of corny jokes. Prof only cares about Non-trad/Honors sections. NO OFFICE HOURS",,
Two words: Robert Spencer.,,
"Jones is pretty much his textbook. Lectures are unnecessarily confusing, TA's can't speak english, so the only help you'll truly get is from reading and doing practice problems over and over.",,
"Jone's textbook is probably one of the most confusing organic chemistry texts to read and follow. You get much more out of reading Paula Bruice or Wade, and then go back to Jones. He does follow the sequence in the text though. Lecture room crammed. Hard to see writing on board. Otherwise a good lecturer. My TA cannot respond to &#63;s in english",,
"LOVE HIM. The class is challenging, but a lot of students make it harder than it actually is. MJ asks a lot of his students, but he's clear about what he expects, and he's engaging, wickedly funny, bombastic, and surprisingly sprightly for his age. Read the book, do the problems he suggests, take LOTS of notes in lecture--you'll actually learn!",,
Professor Jones is a very good professor. He is famous in the world or chemistry but he doesn't let that feed his ego. His pace is a little quick but keeping up with the book definitely helps.,,
"Yes, Jones is a brilliant amazing genius and all that... great... but when he lectures he goes off on tangents of whatever planet he's on and its hard to follow. Orgo 1 was very manageable, but during orgo 2 he went nuts. I can't say the tests werent fair but the grading is AWFUL!!! U never know what theyre looking for!!!!! TAs are awful as well",,
"Many people hate Jones, but its because they don't study. You HAVE to read his textbook and you HAVE to go to class. Memorize every problem in the back of each chapter. Jones is an awesome professor and a really cool guy... you just have to stop expecting to know stuff without actually studying it.",,
